CityCode,StateAbbr,StateDesc,CityName,DataSource,Category,Data_Value_Type,Data_Value,MeasureId,Short_Question_Text,LongMeasureName
C-006,AL,Alabama,Tuscaloosa,BRFSS,Unhealthy Behaviors,Crude prevalence,27,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-006,AL,Alabama,Tuscaloosa,BRFSS,Unhealthy Behaviors,Crude prevalence,31.8,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-006,AL,Alabama,Tuscaloosa,BRFSS,Unhealthy Behaviors,Crude prevalence,39,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,19.8,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,26.8,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,5.1,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,9.3,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,4.5,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,5,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,7.6,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,34.8,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,2.2,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,11.4,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,10.6,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,2.3,STROKE,Stroke,Stroke among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Crude prevalence,12.9,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,12.5,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,63.7,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,56.9,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,68.8,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,62.2,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,39.6,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,33.3,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,65.2,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,71.3,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-007,AK,Alaska,Anchorage,BRFSS,Prevention,Crude prevalence,79,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-007,AK,Alaska,Anchorage,BRFSS,Unhealthy Behaviors,Crude prevalence,19.4,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Unhealthy Behaviors,Crude prevalence,18,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Unhealthy Behaviors,Crude prevalence,17.5,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Unhealthy Behaviors,Crude prevalence,27.6,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-007,AK,Alaska,Anchorage,BRFSS,Unhealthy Behaviors,Crude prevalence,31.3,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,19.2,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,24.8,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,4.1,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,10,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,4.4,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,5.1,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,8.9,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,32.7,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,2.7,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,13.6,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,12.4,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,2.4,STROKE,Stroke,Stroke among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Health Outcomes,Crude prevalence,14.7,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,19.3,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,65.9,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,63.2,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,68.7,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,58,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,30.4,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,27.5,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,59.9,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,79.8,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-008,AZ,Arizona,Avondale,BRFSS,Prevention,Crude prevalence,,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-008,AZ,Arizona,Avondale,BRFSS,Unhealthy Behaviors,Crude prevalence,17.7,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Unhealthy Behaviors,Crude prevalence,18,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Unhealthy Behaviors,Crude prevalence,24.7,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Unhealthy Behaviors,Crude prevalence,29.9,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-008,AZ,Arizona,Avondale,BRFSS,Unhealthy Behaviors,Crude prevalence,38.1,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,20.3,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,24,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,5.3,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,9.4,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,4.2,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,4.6,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,7.3,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,32.5,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,2.4,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,11.2,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,10,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,2.1,STROKE,Stroke,Stroke among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Health Outcomes,Crude prevalence,9.4,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,11,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,68.9,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,65.4,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,76.9,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,65.4,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,37.6,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,34.5,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,70.7,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,80,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-009,AZ,Arizona,Chandler,BRFSS,Prevention,Crude prevalence,,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-009,AZ,Arizona,Chandler,BRFSS,Unhealthy Behaviors,Crude prevalence,18.6,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Unhealthy Behaviors,Crude prevalence,14.8,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Unhealthy Behaviors,Crude prevalence,18.4,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Unhealthy Behaviors,Crude prevalence,25.3,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-009,AZ,Arizona,Chandler,BRFSS,Unhealthy Behaviors,Crude prevalence,35.2,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,19,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,22.1,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,5,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,9.3,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,3.7,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,4.1,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,6.3,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,30.9,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,2.1,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,10.9,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,9.1,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,1.8,STROKE,Stroke,Stroke among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Health Outcomes,Crude prevalence,7.6,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,9,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,67,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,64.8,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,77.9,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,67,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,39.1,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,36.6,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,73.6,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,80.4,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Prevention,Crude prevalence,,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Unhealthy Behaviors,Crude prevalence,20.3,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Unhealthy Behaviors,Crude prevalence,14.7,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-010,AZ,Arizona,Gilbert,BRFSS,Unhealthy Behaviors,Crude prevalence,16.3,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
